Hads	Hf	deltaHads ref=-5.317745585479614	deltaHf ref=-250.96687034000064
-5.002330150565342	-233.32811257958804	0.3154154349142715	17.638757760412602
-5.313470068739896	-254.33792709133473	0.004275516739717489	-3.3710567513340948
-5.257949962870758	-250.52062002318274	0.0597956226088554	0.4462503168178955
-5.182313669407279	-230.6562262414044	0.13543191607233496	20.310644098596242
-5.48920180208529	-266.9593552288233	-0.17145621660567656	-15.992484888822673
-5.319996532795486	-259.65287797079765	-0.002250947315872054	-8.686007630797008
-5.157894827138989	-247.422531235823	0.15985075834062457	3.544339104177652
-5.13304393900944	-251.63842438807632	0.18470164647017384	-0.6715540480756772
-5.4241340236104065	-276.33327576567723	-0.1063884381307929	-25.36640542567659
-5.619423869495904	-286.9005769352627	-0.3016782840162904	-35.93370659526204
-5.293950860471966	-256.6368192923023	0.023794725007647344	-5.669948952301638
-5.263938322081827	-243.76182840176256	0.05380726339778619	7.205041938238082
-5.608116035117291	-273.435363616273	-0.29037044963767755	-22.46849327627234
-4.948089498749567	-219.7609151220284	0.36965608673004624	31.205955217972246
-5.3810830436603965	-253.43458520976793	-0.06333745818078285	-2.467714869767292
-5.484260575932922	-257.239913309813	-0.1665149904533081	-6.273042969812366
-5.353177595583105	-260.94376658922965	-0.03543201010349151	-9.976896249229014
-5.2871300287559535	-258.10635788892745	0.03061555672366012	-7.139487548926809
-5.68154668764393	-290.104274457265	-0.3638011021643166	-39.13740411726434
-5.201840791407562	-265.40550636154114	0.11590479407205123	-14.438636021540503
-5.303045849349189	-234.5266838057466	0.014699736130424412	16.440186534254053
-5.423850789013358	-261.1596423162115	-0.10610520353374397	-10.19277197621085
-5.3772280351163815	-256.7018255670434	-0.05948244963676785	-5.734955227042747
-5.519169714344253	-270.9772030064062	-0.20142412886463923	-20.01033266640559
-5.35930674899803	-256.8155066238709	-0.04156116351841632	-5.848636283870235
-5.1550465841164055	-242.11963927642148	0.16269900136320814	8.847231063579159
-5.404226470844378	-243.40486431033088	-0.0864808853647645	7.56200602966976
-5.079981871068874	-232.20495545211458	0.23776371441073962	18.761914887886064
-5.185364756552225	-249.50291427389863	0.13238082892738845	1.4639560661020141
