CO111	O111	CO100	O100	CO110	O110	CO211	O211	Ni111	Ni100	Ni110	Ni211
112.232924504714	111.81148360486	112.783501581177	112.377707108223	113.473046191322	112.931092288361	112.438459910267	111.917465023338	110.167075024059	110.765114843205	111.587795401707	110.366119298162
-331.008372692481	-328.894318629541	-331.178468630046	-329.163149377827	-331.268494396386	-329.126497963366	-331.139969931454	-328.964837430298	-324.728798999333	-324.98156399507	-324.926171911075	-324.771976823647
-298.757636320993	-296.880173944792	-299.133188067173	-297.25501834543	-299.64484151172	-297.752532575093	-298.875526298183	-296.980586652627	-292.866271839646	-293.254163581224	-293.797784557157	-293.018429423523
-483.504771710869	-480.792759664721	-483.874329560718	-481.225264175024	-484.549036287485	-481.677769506027	-483.746332416438	-480.857018153784	-474.182375566617	-474.617715286984	-475.215576411111	-474.362801275792
322.041012553866	319.609167721687	321.346242196274	318.813156497974	319.187257143836	316.886227620892	321.686974370686	319.330351700162	315.80749469019	315.027040921604	312.719038415829	315.523300978009
-280.649085368481	-279.015145314173	-280.967539220537	-279.306784431835	-281.576816479766	-279.931861157226	-280.817416971976	-279.13677595592	-275.423274670637	-275.788082630764	-276.311042846496	-275.542585412431
225.746000632977	224.45704790121	226.109074679884	224.902411615448	227.352532256112	225.922242633019	226.069338265959	224.610520757554	221.147147901953	221.62647755491	222.632970120445	221.292452363887
-56.463205130733	-56.3057216470493	-56.5563434301216	-56.4835621653652	-56.8752140766977	-56.6288010993721	-56.6130147801502	-56.3538231528158	-55.5026156929241	-55.6720679176436	-55.867899010608	-55.5288244077167
-251.89774378435	-250.008354315586	-251.619283369556	-249.703617416913	-250.905254931655	-249.061179882482	-251.752237413779	-249.873128108874	-246.673156809919	-246.369960674178	-245.585796360827	-246.554211094193
-500.020755912799	-496.677608254621	-500.176587439205	-496.842523227741	-498.918727547357	-495.710012309816	-499.784573680375	-496.575107880162	-490.795835435154	-490.911217616752	-490.009697497709	-490.785275164463
-149.197718846986	-148.229272773635	-148.598700386146	-147.62009369488	-147.077450883774	-146.093015162107	-149.025486560269	-148.006292292958	-146.327026397702	-145.687612027374	-143.980319629451	-146.133612834169
-96.9217227736699	-96.2405362396039	-96.82417605109	-96.0713721786888	-97.0006023497472	-96.2312494130429	-96.9753910938325	-96.1785644012389	-94.4280351254247	-94.3378035427968	-94.3448538118246	-94.4182088359303
-136.592678684749	-135.634382243197	-136.90800944929	-135.871701300789	-136.990674514899	-136.093163396303	-136.550076876496	-135.671437708202	-133.968100576556	-134.234672228994	-134.575022602392	-134.085727361124
338.020920937663	335.877515254133	338.345013065608	336.271952950523	338.846787161011	336.684410793978	338.122586554338	335.951379761431	331.515695455883	331.892263995709	332.419474808766	331.615376607959
606.91123914095	603.509205063849	607.974738944064	604.746274191069	610.505378186171	606.911776663504	607.498781073333	603.884023995947	595.166492607781	596.4035332429	598.838026568911	595.617813625145
-361.927756511473	-360.09366906728	-362.854649077622	-361.084490614203	-364.692446018037	-362.744353693624	-362.254398457802	-360.329584740554	-355.112317949032	-356.116194740909	-358.212886947393	-355.483498366533
-686.732545656492	-682.37346002956	-687.241538421393	-682.878735905521	-688.124665345615	-683.788605868398	-686.832842275133	-682.482006026777	-673.284136985709	-673.779933440533	-674.784693572765	-673.537851365032
-170.554050315601	-169.490664146397	-170.518070022861	-169.525368342223	-170.212345241328	-169.134964699454	-170.528327794957	-169.447247460379	-167.294796520404	-167.274544039333	-166.984986474643	-167.281156069581
950.990759335476	944.847330193473	951.533484317511	945.374572619136	951.952067538649	945.884601418772	951.062736374562	944.942939491534	932.499755878701	933.026807956227	933.559740971152	932.730163147007
-490.128989847267	-487.038051415747	-490.262009290926	-487.238961163037	-490.382906824845	-487.308271898731	-490.251402308454	-487.122202969333	-480.845651745578	-481.029647978877	-480.937068304941	-480.897594273489
284.450158020324	282.578107434421	283.986076614513	282.084233313236	282.656906103891	280.799447045901	284.317449750648	282.407001297118	278.913799276373	278.419651766372	276.892771246441	278.745632782944
-90.5533022376485	-90.2433966358194	-90.6894477545457	-90.4104324012787	-91.2507062957238	-90.8619281749943	-90.6541529021561	-90.2828963720749	-88.7980313161743	-88.9381279746913	-89.525577073955	-88.9168300432284
-533.257835155114	-529.784790816806	-533.530312266592	-530.139917121067	-533.509959478595	-530.061724930279	-533.18113069249	-529.753927386129	-522.820253495387	-523.097982992823	-523.357135857267	-522.904952987694
206.354494193594	205.095495676382	206.986076407244	205.742958952303	208.609181732642	207.317253605451	206.516277491959	205.250564695135	201.971162746902	202.626973931663	204.507553026621	202.220760898311
327.797121302938	325.783905388013	327.461337912349	325.432171566262	326.053932847414	324.118680044039	327.524941895423	325.573695854566	321.966059857939	321.565450618166	320.315681205237	321.838273196086
-150.472672522578	-149.526088117387	-149.904308881027	-148.984802929822	-148.611846937516	-147.673925798921	-150.387910787374	-149.403008178504	-147.730975594663	-147.148455192603	-145.516175762717	-147.554847474886
302.796627335075	300.782098548864	301.831466990002	299.866114147238	299.35501712836	297.395773522446	302.467079334013	300.4428715826	297.282818285335	296.314476289434	293.566348687891	296.901072076361
-230.06856218386	-228.377010810784	-229.626088540104	-227.941289410304	-228.310538554089	-226.65386708919	-229.875409652745	-228.18037965198	-225.43272927199	-224.973889077592	-223.560299903913	-225.241514644604
-439.448998573412	-437.109072849204	-440.741827698163	-438.47716032248	-444.173051694658	-441.641139218504	-440.047469136684	-437.535217468518	-430.564507918478	-431.98729237647	-435.507417670699	-431.11468793249
763.286132274427	758.845398641703	764.210147280635	759.742717489694	766.948143562538	762.272849218622	763.859467893237	759.131833254428	747.729019284151	748.729907246077	751.257809886465	748.178805541778
399.041802042329	396.536078680809	398.503945927758	395.862546368293	397.092131072372	394.55539819055	398.850575553548	396.24819162896	391.20242694067	390.646135042432	389.03420064939	390.987720459013
266.474683169802	264.512448741092	266.354254181084	264.416695930511	265.154500877639	263.411834806485	266.202686897211	264.442081233966	261.973416167958	261.819111198678	260.80518260537	261.863233017443
125.739484117104	125.133188905614	125.503506524755	124.887178517014	124.868785160688	124.269241953165	125.647690867891	125.03999525707	123.508144366834	123.233449549986	122.623446096102	123.462263452434
210.352256450247	209.613564449786	210.569743459738	209.923197143399	210.659847754992	209.797235692547	210.55477653875	209.685454000869	207.036988620356	207.309678083094	207.338512951244	207.167897868532
698.627268856019	694.305544289978	698.949685994789	694.711025233725	699.711130915646	695.353456688683	698.719505537121	694.349826512169	684.85716144984	685.1885301597	686.021855902642	685.043199176482
-213.306066910747	-212.043992161387	-213.683094984049	-212.458257614926	-214.699098722569	-213.387422531212	-213.453533812136	-212.148816879083	-209.07512795467	-209.489205434414	-210.579110794851	-209.233234248626
49.56701490923	49.3277238168537	49.672869628748	49.5088844251924	49.5730551831246	49.3748403926744	49.5820287250012	49.3881685236065	48.9789776712329	49.0826200395012	49.0201386175572	49.0135343328611
-1185.57797451341	-1178.00192319597	-1185.46932026515	-1177.88953394451	-1185.0066467374	-1177.36126907902	-1185.52189958455	-1177.7897418569	-1162.01738086349	-1161.93615736863	-1161.35396529989	-1162.00886462591
158.181013549062	156.897571194557	158.14231031723	156.777591335891	157.962296087599	156.714717721244	158.064964244778	156.819169768217	154.771136736748	154.692807639866	154.591801364418	154.750111278921
-585.229534534334	-581.409928291347	-584.660968515971	-580.836755869613	-583.544516421867	-579.728201704306	-585.064135671496	-581.180928707321	-573.63242143973	-573.038276941366	-571.693896271893	-573.466446322809
124.280732939845	123.49659929594	124.545962651078	123.829424115494	124.975968582585	124.253489857532	124.334348366125	123.613377248813	122.192232599934	122.484509112885	122.997139608507	122.278587638005
184.989362234134	183.931739301994	185.297145209641	184.279219645521	185.768310401891	184.666873109401	185.082376352344	183.996071457964	181.536274385326	181.888824950714	182.432667072323	181.643348721573
-292.41486821105	-290.836365997538	-292.887771654635	-291.412872932887	-294.052742816638	-292.366307140783	-292.66777447586	-290.989621530546	-286.701858218832	-287.233571800798	-288.431722053593	-286.94097447414
-459.32336594886	-456.256277685047	-459.203059696125	-456.12361102267	-458.461919138053	-455.46162536798	-459.206849810029	-456.157736524171	-450.495317563717	-450.372081275078	-449.582219922133	-450.414002008796
53.9372901532179	53.3736146874917	53.4774712284006	52.9075629371146	51.6002264389163	51.1064052411348	53.6852491842565	53.1628714474409	53.0498801857102	52.572751769877	50.6718440253944	52.8091663753012
-251.945696337037	-250.384740035577	-251.960659896673	-250.498384042255	-251.873391105139	-250.238804787133	-252.027990452628	-250.378764376917	-247.002686342195	-247.090853059426	-246.882696049912	-246.998956691728
304.186087874827	302.46882308045	304.679916995355	302.87299553541	306.142022509509	304.234091749319	304.508138806949	302.582688473702	297.618250847794	298.14160672844	299.474494826314	297.864691262957
-435.837927721637	-433.25164388601	-435.645676279215	-433.109948709218	-434.707776375618	-432.16255355171	-435.757370507998	-433.165800403688	-427.949813806699	-427.75251347157	-426.741661632953	-427.886429821924
-22.4664300268541	-22.5288295512673	-22.8314590404671	-22.8864276154782	-23.2367871697561	-23.1187485847249	-22.6867369081465	-22.5686910352069	-21.8401928996345	-22.290804885055	-22.6730879207544	-21.928092016502
-304.32717445057	-302.47925271499	-304.428836623973	-302.600293335941	-304.899156299436	-302.964390133006	-304.400747870779	-302.45949107635	-298.112253748587	-298.252268436087	-298.724889867763	-298.177395832134
-35.8201027521354	-35.6764123214889	-35.9816375381733	-35.8329319248878	-36.2051271507507	-36.0782053097287	-35.8127845149543	-35.7080442315396	-35.1996638764508	-35.3550232305333	-35.7182718809213	-35.2656197844885
-28.2097952407905	-27.7782910586734	-27.9047519875987	-27.3687066949665	-26.1939441345467	-25.9677637758039	-27.9221253195296	-27.661064559918	-28.3357541493988	-27.9442473237405	-26.3096643436429	-28.1594250759804
144.179152327518	143.587848653161	144.511945695288	144.023682728032	146.301887736587	145.55659650282	144.537078173589	143.784807441282	141.118192094668	141.542084684018	143.080367744629	141.317352493807
11.0699190431387	10.9675320532606	10.8310748003769	10.6928542917203	9.78177125430648	9.70263633281684	10.9911472748681	10.8818160827186	11.0204967855461	10.7553439277372	9.60593764717851	10.8950509796941
-51.0981707964393	-50.7511115183379	-51.5589563804151	-51.2313339155999	-52.3262200452464	-52.0146389841047	-51.1510395502546	-50.8739172245405	-50.1044431478995	-50.5678403787897	-51.5921164494321	-50.2581706631572
518.006985986804	515.028087047446	519.006296097138	516.13909833581	521.559951164792	518.437707711406	518.48370070597	515.358627380736	507.796872051805	508.922876631539	511.48697270105	508.214618662442
782.079953695032	777.261945891772	782.800006950163	778.076955877449	783.776250897697	778.904408983036	782.325057303913	777.425214297788	767.010775925659	767.818129691163	768.860487379258	767.279644953261
409.822393077939	407.291587949646	409.592819817879	407.051471833844	409.306337776248	406.697373559184	409.869779502207	407.202655975829	401.643092938866	401.436611166878	400.870576585312	401.593801623903
669.796324915051	665.245203589218	669.150611918216	664.579938535958	666.582256705054	662.254761084578	669.303452685862	664.915755789762	657.36988778395	656.630656400666	654.156848540819	657.086958974139
-102.13313637851	-101.453179306143	-103.016414322898	-102.381460383639	-104.470078637316	-103.816754755056	-102.297223525556	-101.683390834155	-100.16715376405	-101.107057970515	-102.93439287441	-100.428914872888
116.106317789212	115.302239088473	115.639631850541	114.786366503958	114.253684033286	113.582770755602	115.882024691898	115.18688387558	114.149283115606	113.567742384428	112.123682317759	114.024435758513
470.147329134166	467.238683817334	471.070682013844	468.221758649894	472.192595772699	469.360852305117	470.297328134295	467.492013492164	461.488297674466	462.43314472543	463.919355749007	461.81766827399
-77.9631009617146	-77.1262671202342	-77.4186961657886	-76.5589085841168	-74.3391780955774	-73.7689745683858	-77.4773424842024	-76.8846517225652	-77.4353810282751	-76.7937901519226	-73.8897214007534	-77.1246834304304
-654.193291407013	-650.173088984691	-655.481240231922	-651.593350246595	-657.469424112992	-653.468235397735	-654.566770881375	-650.576814309665	-641.991507078063	-643.388284980378	-645.656135051619	-642.454754717248
-320.367880275318	-318.372489641596	-321.289368635755	-319.407732853501	-324.013801931869	-321.957662374589	-320.832330248375	-318.786146349515	-313.776149560989	-314.79812896301	-317.438150421437	-314.178849526444
-429.69877234468	-427.101015994397	-430.246093117221	-427.754572479944	-430.841303306571	-428.253062742501	-429.880021652484	-427.276762337043	-421.701903641367	-422.305684703909	-422.962124241578	-421.885743256643
-245.856777237085	-244.266032043994	-246.380911198664	-244.826991782419	-247.201517806331	-245.634697389533	-246.004187858012	-244.425993113869	-241.139307418034	-241.694785840209	-242.615178950158	-241.321543053684
240.074670315962	238.603203561848	239.613371230893	238.227190885245	238.820518239154	237.330659282499	239.983785034312	238.451812491297	235.522064639112	235.086560964892	234.072310167027	235.352829893948
-1009.71177512135	-1003.61232563859	-1010.21069133156	-1004.14951259816	-1011.15409752462	-1004.90097986112	-1009.9516197787	-1003.645057853	-989.84591860005	-990.421590352928	-991.331341884814	-990.083967571622
-165.205939021925	-164.188074897658	-164.825756242879	-163.805747246957	-162.917358923043	-161.981061385949	-165.083847983311	-164.087950596208	-162.78355972527	-162.363381835528	-160.271755622888	-162.623621839531
367.903304581991	365.844156853434	368.479797257728	366.462822180143	369.604572693771	367.437895360134	368.153078472674	365.995647792283	360.626097554907	361.237821534958	362.429199394481	360.890484456829
-312.306367162389	-310.313363736182	-312.571296764542	-310.634102014166	-313.453285586669	-311.369834108352	-312.42709855845	-310.351691522526	-305.700742608878	-306.006458221537	-306.921867498829	-305.825311944302
-315.668352754526	-313.335434821119	-314.901078358366	-312.513819408105	-311.669470970991	-309.462362026372	-315.346549120077	-313.040647185198	-310.086022776956	-309.286846754887	-305.779482831974	-309.702977730673
463.893326031865	461.535415390746	464.254284667409	462.090333866335	465.271229068969	462.649711434709	464.249916251208	461.6267142209	454.937050807594	455.430607827647	456.295344633809	455.144233309978
376.845496701181	374.59963438166	377.427925924009	375.125964177271	378.37901617493	376.028440001689	377.034704891391	374.664392422517	369.263569938089	369.898767054076	371.004893414758	369.455654665771
