dH	delta_dH
-411.7365271522748	12.801865102274007
-410.1873083019399	11.252646251939098
-405.53656303572245	6.60190098572167
-427.034309733909	28.099647683908245
-349.4472361792631	-49.487425870737695
-398.112316765992	-0.8223452840088044
-393.3756088180097	-5.559053231991072
-396.2386881730662	-2.6959738769346018
-360.6345920253542	-38.30007002464657
-374.5119243093567	-24.422737740644095
-391.6505662180906	-7.284095831910179
-413.51591295363585	14.581250903635066
-347.9879314388371	-50.94673061116367
-438.4424034946777	39.507741444676924
-389.0215189711497	-9.913143078851078
-385.79245624274597	-13.142205807254811
-382.78879058114796	-16.145871468852818
-423.15239345843713	24.21773140843635
-331.92275184961807	-67.01191020038272
-373.1321646314635	-25.802497418537257
-396.652317741219	-2.2823443087817736
-401.5587844959108	2.624122445910018
-392.9686486711397	-5.966013378861078
-371.2306110230119	-27.704051026988907
-409.63619333063787	10.701531280637084
-438.39337807183153	39.45871602183075
-411.31764315153384	12.382981101533062
-403.8538858353098	4.919223785309043
-391.74078422227115	-7.1938778277296365
-452.8214017344045	53.88673968440372
-401.1605370778026	2.2258750278018056
-396.7304683053559	-2.204193744644897
-425.14390353159354	26.209241481592755
-425.9051831329572	26.970521082956395
-375.1674704057715	-23.767191644229285
-366.51131433250805	-32.42334771749273
-379.9190028093591	-19.015659240641696
-445.91626071142593	46.98159866142515
-368.2748043882758	-30.65985766172497
-401.6420066241818	2.707344574181036
-409.68095934365294	10.746297293652162
-400.28981120905985	1.3551491590590672
-387.5054865306066	-11.429175519394164
-396.18923394842307	-2.7454281015777156
-373.31650141013495	-25.618160639865835
-343.8193573977942	-55.11530465220659
-371.42869975281326	-27.505962297187523
-411.47898244272335	12.544320392722568
-382.53545540044513	-16.39920664955565
-439.06743090094267	40.132768850941886
-433.1920694596919	34.2574074096911
-395.19605708400275	-3.738604965998036
-375.6276451221719	-23.307016927828897
-424.04824462569275	25.113582575691964
-413.28763408594284	14.35297203594206
-408.84590706073766	9.911245010736877
-384.7004638213574	-14.234198228643379
