dH	delta_dH
158.284292527027	-15.172546547028105
127.6382611949548	15.473484785044093
141.59220964052133	1.519536339477554
189.44954838960984	-46.33780240961096
121.87645978269302	21.235286197305868
136.6812630485142	6.430482931484676
132.48634004510313	10.625405934895753
149.84666579896293	-6.734919818964045
123.70729759923779	19.404448380761096
93.77534696883231	49.33639901116658
113.62137757072014	29.490368409278744
167.55220479045238	-24.440458810453492
116.3879360082419	26.723809971756992
178.1269779994045	-35.0152320194056
124.58202845894354	18.529717521055346
146.73163815782115	-3.6198921778222655
131.92630650368025	11.185439476318635
140.15513105497004	2.9566149250288447
95.58967890460278	47.52206707539611
137.2768544187065	5.83489156129238
173.25213885300852	-30.14039287300963
119.78131065390787	23.33043532609102
121.44503085980338	21.666715120195505
122.65246266085293	20.459283319145953
142.38128204166148	0.7304639383374081
164.2081506848717	-21.09640470487281
142.4415556891408	0.6701902908580735
152.4630413883933	-9.351295408394407
157.27063074833853	-14.158884768339647
171.44205983036312	-28.330313850364234
150.9018654782348	-7.790119498235924
143.87073906581392	-0.7589930858150353
151.0775450435239	-7.965799063525026
154.49774638980392	-11.386000409805035
111.2777078460658	31.834038133933092
132.56126737385506	10.550478606143827
138.01256209382422	5.099183886174671
170.1038837575861	-26.992137777587203
99.0446078083923	44.06713817160659
141.38216096451737	1.7295850154815184
151.68080794208888	-8.56906196208999
130.75624164468985	12.355504335309035
138.3815103611077	4.730235618891186
156.60820983786738	-13.496463857868491
135.99453750937582	7.117208470623069
97.59038650587726	45.521359474121624
122.54047665813604	20.571269321862843
166.63582195743774	-23.524075977438855
121.48148266093548	21.630263319063403
151.31609925761686	-8.204353277617969
147.26701645311013	-4.155270473111244
160.8687089657943	-17.75696298579541
115.68309546543068	27.428650514568204
153.99481292669415	-10.883066946695266
132.83091378592516	10.280832194073724
144.9028986334434	-1.7911526534445272
144.80289302098944	-1.6911470409905576
178.2493527682437	-35.137606788244824
135.96379303069816	7.1479529493007306
153.869764966401	-10.758018986402107
172.91459456686775	-29.802848586868862
159.38069357521076	-16.26894759521187
115.00640167780861	28.105344302190275
149.61943843856292	-6.507692458564037
143.48199969241782	-0.3702537124189291
119.10640153154586	24.00534444845303
114.78860023636284	28.323145743636047
135.82287737770807	7.288868602290819
136.82539279305442	6.286353186944467
136.91249892931577	6.1992470506831125
150.36779777818796	-7.256051798189077
157.70308069741063	-14.59133471741174
140.60175305797915	2.509992922019734
141.86486513205259	1.2468808479463007
110.90468540006609	32.2070605799328
148.72646980184967	-5.614723821850788
146.11939430754225	-3.0076483275433645
160.29288317967163	-17.181137199672747
116.87634316018827	26.235402819810616
156.69141608412698	-13.579670104128098
137.98552466912767	5.126221310871216
140.74662423776678	2.3651217422321054
96.6804778747946	46.43126810520428
155.90507344361706	-12.79332746361817
169.02333602899986	-25.911590049000978
138.61737636961092	4.494369610387963
142.11547950101246	0.9962664789864277
161.65982209867886	-18.548076118679973
132.61466865946838	10.497077320530508
126.32549289993855	16.786253080060334
137.28947637849794	5.822269601500949
185.8859118015034	-42.77416582150451
122.28608071968208	20.82566526031681
148.50087285265633	-5.389126872657442
140.9636621787167	2.1480838012821835
141.03220082251298	2.07954515748591
130.0146568715945	13.09708910840439
153.43080447550253	-10.31905849550364
134.9278902313351	8.183855748663774
170.18014570778627	-27.06839972778738
141.05362472244536	2.0581212575535233
146.4058305718763	-3.2940845918774073
113.00860055580503	30.103145424193855
141.620538288932	1.491207691066876
189.9585580015018	-46.84681202150293
140.0863301049148	3.025415875084093
