Hads	Hf	deltaHads ref=-1.5867000000000075	deltaHf ref=-247.66352840500073
-1.597809585185729	-256.96680477032135	-0.011109585185721471	-9.303276365320613
-1.4842531941322932	-251.7647123210095	0.10244680586771437	-4.101183916008779
-1.464867914266149	-247.5130206118181	0.12183208573385862	0.15050779318264063
-1.563917100952608	-236.6140080153044	0.022782899047399496	11.04952038969634
-1.7490212521106727	-263.8184170466768	-0.16232125211066517	-16.15488864167608
-1.447731333385871	-254.1683542223838	0.13896866661413654	-6.504825817383079
-1.7825220312293766	-270.7824448964943	-0.19582203122936903	-23.118916491493593
-1.733200011229826	-264.52264401303864	-0.14650001122981848	-16.85911560803791
-1.4459022484408308	-275.6433423421881	0.14079775155917673	-27.979813937187345
-1.4621238987962215	-253.99422293691362	0.12457610120378604	-6.330694531912883
-1.4709486172073412	-253.64392571585387	0.11575138279266639	-5.980397310853135
-1.380815749653209	-216.2678285248958	0.20588425034679858	31.395699880104928
-1.7590020868111793	-252.44257786411043	-0.17230208681117176	-4.7790494591097
-1.6133764188689526	-246.82284242228465	-0.026676418868945007	0.8406859827160815
-1.6477477973252803	-247.65752414671735	-0.06104779732527277	0.006004258283383024
-1.6569312715433284	-243.10090032902042	-0.07023127154332087	4.562628075980314
-1.5090624494884821	-246.43171775037973	0.07763755051152543	1.2318106546210004
-1.194194113466331	-239.20450607642567	0.3925058865336766	8.45902232857506
-1.6781119495193195	-283.32451696918895	-0.09141194951931197	-35.660988564188216
-1.5942072955280082	-287.5613974472677	-0.007507295528000668	-39.89786904226699
-1.6268387846495216	-232.4298382307772	-0.04013878464951404	15.23369017422354
-1.4281298802087292	-242.27993783462847	0.15857011979127833	5.383590570372263
-1.6375341602067692	-246.57637328454234	-0.05083416020676168	1.087155120458391
-1.6384135887046511	-258.81627665477924	-0.0517135887046436	-11.152748249778512
-1.324910016506415	-237.70791729591423	0.2617899834935926	9.955611109086504
-1.4520607969167898	-237.60918686307667	0.13463920308321775	10.05434154192406
-1.4959595969648944	-226.91877798809844	0.0907404030351131	20.744750416902292
-1.5410807073592707	-262.9060141647654	0.04561929264073683	-15.242485759764662
-1.4414923388676257	-255.35897954409725	0.14520766113238182	-7.6954511390965195
-1.4120077909858821	-242.58269227721732	0.1746922090141254	5.080836127783414
-1.866015692211704	-253.86301028177593	-0.2793156922116964	-6.199481876775195
-1.3269493383096655	-247.94706278513723	0.259750661690342	-0.28353438013650134
-1.4738044737366636	-231.7600987379601	0.11289552626334398	15.903429667040626
-1.7532113453527813	-236.93347626598205	-0.1665113453527738	10.730052139018682
-1.6446633402584965	-254.0242261765869	-0.05796334025848893	-6.36069777158616
-1.4504650728530066	-260.00860448596546	0.13623492714700092	-12.34507608096473
-1.5327782297909067	-246.73855544715312	0.05392177020910083	0.9249729578476149
-1.6278696097951268	-225.8606891263557	-0.0411696097951193	21.802839278645024
-1.4727321728533411	-256.23624296407564	0.11396782714666642	-8.57271455907491
-1.3945669520745128	-260.23084738773167	0.1921330479254948	-12.567318982730939
-1.5651353755793025	-229.48608402036427	0.02156462442070506	18.17744438463646
-1.6690491135692014	-232.47914338431477	-0.08234911356919383	15.184385020685966
-1.8451460967468307	-263.35897836496963	-0.2584460967468232	-15.695449959968897
-1.371765375923161	-262.0122614157122	0.2149346240768466	-14.34873301071147
-1.5846700681200332	-251.82606561190292	0.002029931879974356	-4.162537206902186
-1.7916175265777454	-283.98570818190814	-0.20491752657773787	-36.322179776907404
-1.5823934138667255	-263.7362634135733	0.004306586133282053	-16.07273500857255
-1.5398281603185637	-238.25134055086315	0.046871839681443817	9.412187854137585
-1.4335489016357599	-247.0490009028344	0.15315109836424767	0.6145275021663394
-1.621507153435914	-237.93812432383717	-0.03480715343590646	9.72540408116356
-1.402611067443047	-227.41601695294278	0.18408893255696057	20.24751145205795
-1.6919171678517415	-260.99392275054	-0.10521716785173396	-13.330394345539247
-1.310337379025185	-247.62239665982958	0.27636262097482245	0.04113174517115681
-1.450465198275623	-249.1898935126994	0.13623480172438462	-1.5263651076986662
-1.544382059403489	-234.6648603020357	0.04231794059651861	12.998668102965041
-1.5671372081525305	-215.96807586547874	0.019562791847477	31.695452539521995
-1.4874453433287158	-229.8374807407244	0.09925465667129174	17.82604766427633
-1.4252369665151718	-219.06016046154517	0.1614630334848357	28.603367943455567
-1.5684799185807208	-238.25609703444425	0.01822008141928677	9.40743137055648
-1.50313552219896	-230.64665848686428	0.08356447780104759	17.01686991813645
-1.4274324834287881	-222.38360150824022	0.1592675165712194	25.279926896760514
-1.712269874324619	-262.2302822241785	-0.12556987432461142	-14.566753819177762
-1.5801874628667747	-260.5444540326873	0.006512537133232854	-12.880925627686594
-1.5342481353779611	-249.33427676094374	0.05245186462204643	-1.6707483559430045
-1.7098093220225365	-245.92417197313964	-0.123109322022529	1.739356431861097
-1.8256413330294095	-254.67053643522794	-0.2389413330294019	-7.007008030227212
-1.5718692123334108	-274.9222709253693	0.014830787666596734	-27.258742520368543
-1.5375241907959776	-253.32527105771072	0.049175809204029974	-5.661742652709989
-1.7997073570635678	-257.49693955666675	-0.21300735706356022	-9.833411151666013
-2.0572932528347536	-289.1359001978227	-0.47059325283474607	-41.472371792821974
-1.288499782413595	-248.04990185307395	0.29820021758641246	-0.38637344807321483
-1.4858656158577048	-237.21579900634063	0.10083438414230272	10.447729398660101
-1.4508325775119602	-264.96110888223575	0.1358674224880474	-17.297580477235016
-1.4923403985977188	-243.25076713398846	0.09435960140228872	4.412761271012272
-1.7207321790843935	-259.4959351577681	-0.13403217908438592	-11.832406752767355
-1.537419678338253	-254.33513358753623	0.049280321661754556	-6.671605182535501
-1.5544218616394403	-262.0303451119885	0.032278138360567254	-14.366816706987748
-1.807332577030195	-260.91508531336797	-0.22063257703018735	-13.251556908367235
-1.6305156525150721	-254.97032424252868	-0.043815652515064585	-7.306795837527943
