dH	delta_dH
123.82251415785606	-10.93128097285694
114.48620309795945	-1.5949699129603232
118.18097721024935	-5.289744025250229
141.44688896595937	-28.55565578096025
89.12665205589758	23.764581129101543
116.40615674100047	-3.5149235560013494
74.70695679517405	38.18427638982507
111.49443348429952	1.396799700699603
128.63621250719655	-15.744979322197423
82.19224814103029	30.698985043968833
94.13600896307173	18.755224221927392
151.83163714792965	-38.94040396293053
79.56616601891346	33.32506716608566
128.04678108805547	-15.155547903056345
100.64159708638272	12.249636098616406
111.47154691824016	1.4196862667589585
128.8739061225665	-15.982672937567372
153.6742614363368	-40.78302825133767
89.5440655256707	23.34716765932842
68.79634231592263	44.094890869076494
148.1312071953571	-35.23997401035797
97.96262792387097	14.928605261128155
120.55522759431733	-7.663994409318207
81.04865668660159	31.842576498397534
124.16770430732413	-11.276471122325006
156.70030544688598	-43.809072261886854
124.6642904360042	-11.77305725100507
75.0140941374043	37.877139047594824
145.78534641592663	-32.8941132309275
111.08253123053782	1.8087019544612986
93.33659789130525	19.554635293693877
136.94536029721465	-24.054127112215525
127.21927305029843	-14.328039865299303
103.4205836943247	9.470649490674418
85.03024263889893	27.860990546100197
126.46598580861522	-13.574752623616092
110.39431071240509	2.4969224725940364
116.1235770217072	-3.2323438367080826
98.09682133183287	14.794411853166253
127.59597088953072	-14.704737704531595
147.05789718237705	-34.166663997377924
113.23805238303342	-0.3468191980342965
75.74673589150461	37.14449729349451
127.24266570015882	-14.3514325151597
109.0995929158961	3.791640269103027
52.95401987821461	59.937213306784514
117.70114009584896	-4.809906910849833
109.70893228770171	3.1823008972974094
102.44273382795461	10.448499357044511
128.61171529021513	-15.720482105216007
126.72158509175634	-13.830351906757215
100.93338076286264	11.957852422136483
107.7761863064369	5.115046878562225
138.2320940167355	-25.340860831736364
134.75680006802568	-21.86556688302656
131.14683027926537	-18.25559709426625
140.18528582582246	-27.294052640823338
141.5699498321391	-28.678716647139964
118.54090205817002	-5.649668873170896
125.029931919691	-12.138698734691872
152.60350956238486	-39.712276377385734
87.48951414403939	25.401719040959733
99.33318457358484	13.558048611414279
133.68804312487683	-20.796809939877704
124.43797228733379	-11.54673910233467
69.73619920514113	43.15503397985799
125.65662811929735	-12.765394934298229
103.08288515741165	9.80834802758747
91.16395458839193	21.727278596607192
46.2534478494573	66.63778533554182
153.34784864149526	-40.45661545649614
127.31347734537863	-14.422244160379506
115.85818274314457	-2.966949558145444
125.25289631898897	-12.36166313398985
68.27736958166875	44.61386360333037
121.09936707674947	-8.20813389175035
91.82606756414327	21.06516562085585
99.43342398387188	13.457809201127247
96.90880420076803	15.982428984231092
135.19658327087757	-22.305350085878445
77.41755260672664	35.47368057827248
139.81831523967332	-26.9270820546742
110.86163237595258	2.029600809046542
127.9756598841667	-15.08442669916758
125.64349139326362	-12.752258208264493
131.11343049864763	-18.222197313648508
145.33830729020713	-32.447074105208
169.18384079294276	-56.29260760794364
83.02656421763288	29.864668967366242
111.78331671755234	1.1079164674467847
125.25212124178609	-12.360888056786962
113.23149524727717	-0.34026206227804323
72.06133794421646	40.82989524078266
102.71851811529075	10.172715069708374
113.08611776342184	-0.194884578422716
130.92439018494213	-18.033156999943003
109.98946249338576	2.9017706916133648
102.6171793404809	10.274053844518221
114.59840505974478	-1.7071718747456543
122.54874894986085	-9.657515764861728
141.39991030616045	-28.508677121161327
85.13080847985282	27.760424705146306
127.06748411532487	-14.17625093032575
103.23634990814196	9.654883276857163
129.43637176570144	-16.545138580702314
100.88066820296979	12.010564982029337
138.07411278880124	-25.18287960380212
115.58753159723153	-2.6962984122324087
92.73009416069192	20.161139024307204
143.10169772570055	-30.210464540701423
