z,Density,Pressure,Velocity,Temperature,H2,H2O,CO,CO2,O2,CH4,N2,Rh(100),H(100),CO(100),OH(100),O(100),CO2(100),H2O(100),tCOOH(100),cCOOH(100),HCOO(100),C(100),CH(100),CH2(100),CH3(100),OCH(100),Rh(110),H(110),CO(110),OH(110),O(110),CO2(110),H2O(110),tCOOH(110),cCOOH(110),HCOO(110),C(110),CH(110),CH2(110),CH3(110),OCH(110),Rh(111),H(111),CO(111),OH(111),O(111),CO2(111),H2O(111),tCOOH(111),cCOOH(111),HCOO(111),C(111),CH(111),CH2(111),CH3(111),OCH(111),Rh(311),H(311),CO(311),OH(311),O(311),CO2(311),H2O(311),tCOOH(311),cCOOH(311),HCOO(311),C(311),CH(311),CH2(311),CH3(311),OCH(311),Rh(331),H(331),CO(331),OH(331),O(331),CO2(331),H2O(331),tCOOH(331),cCOOH(331),HCOO(331),C(331),CH(331),CH2(331),CH3(331),OCH(331)
0.0,2.1807648083807125,100000.0,0.3825871713335876,873.15,0.0,0.023900000000000005,0.015900000000000004,0.0,0.0,0.0,0.9601999999999999,0.46603611903119835,0.06378900982186994,0.42530770798560164,7.605589082349866e-05,0.0235724116958599,4.472263107987284e-08,9.697597186869488e-08,1.6224580522634832e-10,1.1572018715638589e-10,1.0008531365545304e-11,0.021162341925656056,5.619592285090138e-05,8.182558948211057e-12,7.906856107010325e-15,1.5731371759536836e-08,0.6084939124326522,1.0830105892857344e-05,0.3914329631747983,1.6879259068330388e-07,3.1592655502636077e-05,6.328410505640173e-12,3.241891760018944e-07,6.587009132800638e-13,9.955793781274917e-13,7.100579020526842e-16,3.0208182649659184e-05,4.2855430065055843e-10,4.863328732845749e-17,3.631634152965692e-20,3.0199938241930864e-11,0.8192849446979854,9.911203517746222e-05,0.17877289363728716,7.856731599066814e-06,0.0018351740989079224,1.7034382020697627e-11,1.6482732029997285e-08,3.17176348008058e-10,1.8071055496902693e-10,2.753705071825432e-14,1.4871942704288041e-09,3.093870281470272e-10,6.365872408354383e-16,2.1721315492339313e-18,4.780368292034216e-12,0.38263823533715247,0.00015565921484549244,0.5289994665125872,0.005149039940213703,0.08305696590227847,4.3309245214865536e-10,3.242907679555665e-07,3.975878936016803e-10,2.493459512423668e-09,2.424344965686901e-12,3.0513218809516693e-07,1.2555585248429668e-10,3.5319147187946935e-16,3.2790212333257928e-18,2.1784596933300554e-10,0.539513109228833,1.961592179899518e-05,0.4599520752056119,8.629669091946462e-07,0.0004127582985060796,2.6150394947985157e-12,4.34113402628625e-07,3.697429694016131e-12,3.3966215079392405e-12,4.918372562879968e-16,0.00010114032808752908,3.886636009643688e-09,1.0210537385598408e-15,8.853072632121176e-19,4.0504215550359624e-11
9.999999682655225e-21,2.1807648083807125,100000.0,0.3825871713335876,873.15,1.037187809702698e-17,0.023899999999999998,0.015899999999999994,1.0371878097620543e-17,1.0731110461424585e-33,1.9785451926368738e-28,0.9601999999999999,0.46603611903119835,0.06378900982187014,0.4253077079856017,7.605589082349859e-05,0.023572411695859795,4.4722631079872654e-08,9.69759718686949e-08,1.62245805226348e-10,1.157201871563857e-10,1.0008531365545297e-11,0.02116234192565613,5.619592285090176e-05,8.182558948211141e-12,7.906856107010431e-15,1.5731371759536905e-08,0.6084939124326515,1.083010589315183e-05,0.39143296317479875,1.6879259068587793e-07,3.159265550263596e-05,6.328410505713782e-12,3.241891760018941e-07,6.587009132901083e-13,9.95579378142673e-13,7.100579020801999e-16,3.020818264965931e-05,4.2855430066221356e-10,4.863328732883612e-17,3.6316341530927157e-20,3.019993824275203e-11,0.8192849446979855,9.911203517748012e-05,0.1787728936372873,7.856731599066116e-06,0.0018351740989075989,1.703438202069479e-11,1.6482732029997288e-08,3.171763480080385e-10,1.8071055496901147e-10,2.7537050718254544e-14,1.4871942704290688e-09,3.093870281471382e-10,6.365872408357815e-16,2.1721315492354887e-18,4.7803682920350815e-12,0.38263823533716795,0.00015565921484552445,0.5289994665125933,0.005149039940213153,0.08305696590225749,4.330924521486145e-10,3.242907679555796e-07,3.975878936016925e-10,2.493459512423492e-09,2.4243449656868536e-12,3.051321880952732e-07,1.2555585248436115e-10,3.5319147187970916e-16,3.279021233328561e-18,2.1784596933305905e-10,0.5395131092288326,1.961592179971832e-05,0.45995207520561154,8.629669092069804e-07,0.00041275829850607716,2.6150394948543334e-12,4.341134026286244e-07,3.6974296940689544e-12,3.3966215079877796e-12,4.918372563103276e-16,0.00010114032808752943,3.886636009786987e-09,1.0210537386351288e-15,8.853072633100346e-19,4.0504215551852776e-11
1.999999936531045e-20,2.1807648083807125,100000.0,0.3825871713335876,873.15,2.0743756194053773e-17,0.023899999999999984,0.015899999999999987,2.0743756195240894e-17,2.1462220922844268e-33,3.957090385273788e-28,0.9601999999999999,0.46603611903119807,0.0637890098218703,0.42530770798560175,7.605589082349805e-05,0.023572411695859673,4.4722631079872435e-08,9.697597186869482e-08,1.6224580522634803e-10,1.1572018715638535e-10,1.0008531365545278e-11,0.021162341925656303,5.6195922850902406e-05,8.18255894821126e-12,7.906856107010571e-15,1.5731371759536935e-08,0.6084939124326518,1.083010589344603e-05,0.39143296317479825,1.6879259068844987e-07,3.159265550263599e-05,6.328410505787404e-12,3.2418917600189393e-07,6.587009133001446e-13,9.955793781578425e-13,7.100579021076974e-16,3.0208182649659262e-05,4.285543006738545e-10,4.863328732921438e-17,3.631634153219612e-20,3.019993824357237e-11,0.8192849446979857,9.911203517749787e-05,0.17877289363728743,7.856731599065384e-06,0.0018351740989072714,1.7034382020691908e-11,1.6482732029997288e-08,3.171763480080179e-10,1.8071055496899526e-10,2.7537050718254673e-14,1.4871942704293437e-09,3.0938702814725073e-10,6.365872408361271e-16,2.172131549237052e-18,4.7803682920359386e-12,0.38263823533718283,0.0001556592148455562,0.5289994665126002,0.005149039940212567,0.08305696590223613,4.3309245214857197e-10,3.242907679555921e-07,3.9758789360170437e-10,2.4934595124233e-09,2.4243449656867943e-12,3.051321880953818e-07,1.2555585248442655e-10,3.531914718799514e-16,3.279021233331351e-18,2.178459693331121e-10,0.539513109228832,1.961592180044218e-05,0.4599520752056114,8.629669092193251e-07,0.0004127582985060739,2.6150394949101467e-12,4.341134026286237e-07,3.697429694121835e-12,3.39662150803637e-12,4.918372563326751e-16,0.00010114032808752985,3.8866360099304316e-09,1.0210537387104927e-15,8.853072634080494e-19,4.050421555334735e-11
3.99999987306209e-20,2.1807648083807125,100000.0,0.3825871713335876,873.15,4.148751238810689e-17,0.023899999999999963,0.015899999999999963,4.1487512390481135e-17,4.29244418456719e-33,7.914180770547699e-28,0.9601999999999999,0.46603611903119785,0.06378900982187068,0.4253077079856016,7.60558908234979e-05,0.023572411695859424,4.472263107987201e-08,9.697597186869474e-08,1.622458052263474e-10,1.1572018715638497e-10,1.0008531365545254e-11,0.021162341925656424,5.619592285090308e-05,8.182558948211416e-12,7.90685610701077e-15,1.573137175953702e-08,0.608493912432651,1.083010589403488e-05,0.3914329631747984,1.687925906935972e-07,3.159265550263585e-05,6.328410505934631e-12,3.241891760018935e-07,6.587009133202306e-13,9.955793781882004e-13,7.100579021627216e-16,3.0208182649659397e-05,4.2855430069715796e-10,4.8633287329971386e-17,3.6316341534735984e-20,3.0199938245214383e-11,0.8192849446979862,9.911203517753368e-05,0.17877289363728746,7.856731599064023e-06,0.0018351740989066263,1.7034382020686228e-11,1.648273202999729e-08,3.171763480079801e-10,1.8071055496896512e-10,2.7537050718255124e-14,1.487194270429862e-09,3.093870281474702e-10,6.365872408368079e-16,2.172131549240149e-18,4.780368292037667e-12,0.3826382353372139,0.00015565921484561994,0.528999466512613,0.005149039940211415,0.08305696590219391,4.3309245214848894e-10,3.2429076795561826e-07,3.9758789360172914e-10,2.493459512422929e-09,2.4243449656866832e-12,3.051321880955994e-07,1.2555585248455735e-10,3.531914718804355e-16,3.2790212333369235e-18,2.1784596933321838e-10,0.539513109228831,1.961592180188879e-05,0.45995207520561093,8.629669092439985e-07,0.00041275829850606903,2.615039495021783e-12,4.3411340262862256e-07,3.697429694227498e-12,3.3966215081334587e-12,4.918372563773448e-16,0.00010114032808753066,3.886636010217094e-09,1.0210537388611026e-15,8.853072636039259e-19,4.050421555633431e-11
7.99999974612418e-20,2.1807648083807125,100000.0,0.3825871713335876,873.15,8.297502477620957e-17,0.02389999999999992,0.01589999999999992,8.297502478095807e-17,8.584888369123546e-33,1.5828361541096145e-27,0.9601999999999999,0.4660361190311974,0.06378900982187141,0.4253077079856015,7.605589082349681e-05,0.023572411695858966,4.472263107987122e-08,9.697597186869458e-08,1.62245805226347e-10,1.1572018715638412e-10,1.0008531365545195e-11,0.021162341925656834,5.6195922850904866e-05,8.182558948211774e-12,7.906856107011218e-15,1.5731371759537156e-08,0.6084939124326512,1.0830105895212093e-05,0.3914329631747971,1.687925907038883e-07,3.159265550263586e-05,6.32841050622911e-12,3.241891760018929e-07,6.587009133603887e-13,9.955793782488972e-13,7.100579022727393e-16,3.02081826496592e-05,4.2855430074373826e-10,4.86332873314845e-17,3.631634153981336e-20,3.019993824849693e-11,0.8192849446979877,9.91120351776054e-05,0.17877289363728704,7.85673159906128e-06,0.0018351740989053485,1.7034382020674925e-11,1.648273202999731e-08,3.17176348007903e-10,1.8071055496890414e-10,2.7537050718256226e-14,1.4871942704309056e-09,3.0938702814791046e-10,6.365872408381734e-16,2.172131549246359e-18,4.78036829204113e-12,0.3826382353372744,0.00015565921484574712,0.528999466512639,0.005149039940209122,0.08305696590210901,4.3309245214832046e-10,3.2429076795566935e-07,3.97587893601775e-10,2.4934595124221696e-09,2.4243449656864562e-12,3.051321880960317e-07,1.25555852484818e-10,3.531914718814012e-16,3.2790212333480496e-18,2.1784596933343094e-10,0.5395131092288289,1.9615921804783212e-05,0.45995207520561004,8.629669092933623e-07,0.0004127582985060574,2.615039495245045e-12,4.341134026286202e-07,3.697429694438906e-12,3.396621508327715e-12,4.918372564667121e-16,0.0001011403280875326,3.886636010790676e-09,1.0210537391624528e-15,8.853072639958467e-19,4.050421556231066e-11
1.599999949224836e-19,2.1807648083807125,100000.0,0.3825871713335876,873.15,1.6595004955240324e-16,0.023899999999999838,0.01589999999999984,1.6595004956190023e-16,1.7169776738205355e-32,3.165672308219529e-27,0.9601999999999999,0.46603611903119635,0.06378900982187301,0.42530770798560114,7.605589082349527e-05,0.023572411695858102,4.4722631079869715e-08,9.69759718686942e-08,1.6224580522634555e-10,1.1572018715638244e-10,1.0008531365545131e-11,0.021162341925657566,5.619592285090836e-05,8.182558948212506e-12,7.90685610701214e-15,1.573137175953748e-08,0.60849391243265,1.0830105897566833e-05,0.39143296317479587,1.6879259072447248e-07,3.1592655502635595e-05,6.328410506818038e-12,3.24189176001891e-07,6.587009134407124e-13,9.955793783703009e-13,7.100579024927931e-16,3.0208182649659248e-05,4.2855430083691835e-10,4.863328733451154e-17,3.6316341549969813e-20,3.0199938255062977e-11,0.8192849446979895,9.91120351777485e-05,0.17877289363728752,7.856731599055726e-06,0.0018351740989027677,1.7034382020652203e-11,1.648273202999733e-08,3.171763480077479e-10,1.8071055496878112e-10,2.7537050718258072e-14,1.4871942704330207e-09,3.093870281487966e-10,6.365872408409146e-16,2.172131549258807e-18,4.780368292048044e-12,0.3826382353373959,0.0001556592148460016,0.528999466512692,0.005149039940204483,0.08305696590193914,4.330924521479843e-10,3.2429076795577157e-07,3.975878936018692e-10,2.4934595124206447e-09,2.424344965685998e-12,3.051321880969014e-07,1.255558524853412e-10,3.5319147188333837e-16,3.279021233370353e-18,2.178459693338558e-10,0.5395131092288258,1.9615921810571296e-05,0.45995207520560744,8.629669093920827e-07,0.00041275829850603797,2.6150394956915864e-12,4.3411340262861594e-07,3.6974296948617214e-12,3.3966215087162244e-12,4.918372566454309e-16,0.00010114032808753542,3.886636011937641e-09,1.02105373976506e-15,8.853072647795713e-19,4.050421557426181e-11
3.199999898449672e-19,2.1807648083807125,100000.0,0.3825871713335876,873.15,3.3190009910474277e-16,0.02389999999999967,0.015899999999999675,3.3190009912373677e-16,3.433955347624562e-32,6.3313446164402274e-27,0.9601999999999999,0.46603611903119413,0.06378900982187596,0.42530770798560075,7.605589082349157e-05,0.023572411695856197,4.4722631079866446e-08,9.697597186869344e-08,1.6224580522634276e-10,1.1572018715637878e-10,1.0008531365544913e-11,0.02116234192565913,5.6195922850915355e-05,8.182558948213941e-12,7.906856107013929e-15,1.573137175953811e-08,0.6084939124326476,1.0830105902276318e-05,0.39143296317479354,1.6879259076564093e-07,3.1592655502635074e-05,6.328410507995895e-12,3.2418917600188753e-07,6.587009136013594e-13,9.955793786131075e-13,7.100579029329013e-16,3.02081826496591e-05,4.285543010232752e-10,4.86332873405652e-17,3.631634157028244e-20,3.0199938268195005e-11,0.8192849446979941,9.911203517803481e-05,0.17877289363728804,7.856731599044608e-06,0.001835174098897612,1.703438202060678e-11,1.6482732029997384e-08,3.1717634800743653e-10,1.807105549685344e-10,2.7537050718261798e-14,1.4871942704372478e-09,3.0938702815056793e-10,6.365872408463945e-16,2.1721315492836954e-18,4.78036829206187e-12,0.3826382353376392,0.0001556592148465106,0.5289994665127963,0.005149039940195269,0.08305696590159978,4.3309245214731243e-10,3.242907679559767e-07,3.9758789360205877e-10,2.4934595124176296e-09,2.4243449656850914e-12,3.051321880986351e-07,1.2555585248638532e-10,3.5319147188720595e-16,3.2790212334148956e-18,2.1784596933470573e-10,0.5395131092288182,1.9615921822147418e-05,0.459952075205603,8.629669095895192e-07,0.0004127582985059964,2.615039496584657e-12,4.34113402628607e-07,3.697429695707282e-12,3.3966215094931813e-12,4.918372570028646e-16,0.00010114032808754175,3.886636014231592e-09,1.0210537409702788e-15,8.853072663470248e-19,4.0504215598163904e-11
6.399999796899344e-19,2.1807648083807125,100000.0,0.3825871713335876,873.15,6.63800198209233e-16,0.023899999999999342,0.015899999999999345,6.63800198247221e-16,6.86791069518332e-32,1.2662689232885153e-26,0.9601999999999999,0.4660361190311901,0.06378900982188214,0.42530770798559936,7.6055890823485e-05,0.02357241169585262,4.472263107986023e-08,9.697597186869205e-08,1.6224580522633705e-10,1.1572018715637192e-10,1.0008531365544572e-11,0.02116234192566207,5.61959228509291e-05,8.182558948216805e-12,7.90685610701753e-15,1.5731371759539396e-08,0.6084939124326435,1.0830105911695297e-05,0.3914329631747881,1.6879259084797836e-07,3.1592655502634186e-05,6.328410510351628e-12,3.241891760018808e-07,6.587009139226569e-13,9.955793790987263e-13,7.1005790381311955e-16,3.0208182649658943e-05,4.2855430139599106e-10,4.86332873526728e-17,3.631634161090789e-20,3.019993829445914e-11,0.8192849446980026,9.911203517860765e-05,0.17877289363728918,7.856731599022446e-06,0.001835174098887309,1.7034382020516013e-11,1.6482732029997483e-08,3.1717634800681666e-10,1.8071055496804294e-10,2.7537050718269453e-14,1.4871942704456708e-09,3.0938702815410527e-10,6.365872408573456e-16,2.172131549333448e-18,4.780368292089534e-12,0.3826382353381264,0.00015565921484752895,0.5289994665130054,0.005149039940176857,0.08305696590092126,4.3309245214597033e-10,3.242907679563873e-07,3.975878936024347e-10,2.493459512411585e-09,2.4243449656832893e-12,3.051321881021029e-07,1.255558524884738e-10,3.531914718949416e-16,3.27902123350399e-18,2.178459693364065e-10,0.5395131092288031,1.9615921845299637e-05,0.4599520752055947,8.629669099843895e-07,0.0004127582985059119,2.615039498370792e-12,4.341134026285888e-07,3.697429697398445e-12,3.3966215110471334e-12,4.918372577177311e-16,0.00010114032808755487,3.886636018819512e-09,1.021053743380721e-15,8.853072694819348e-19,4.050421564596816e-11
1.2799999593798688e-18,2.1807648083807125,100000.0,0.3825871713335876,873.15,1.3276003964174553e-15,0.02389999999999868,0.015899999999998683,1.327600396493431e-15,1.373582139010357e-31,2.5325378465789103e-26,0.9601999999999999,0.46603611903118125,0.06378900982189427,0.4253077079855971,7.605589082347102e-05,0.023572411695845303,4.472263107984756e-08,9.697597186868906e-08,1.6224580522632588e-10,1.1572018715635789e-10,1.0008531365543834e-11,0.02116234192566815,5.6195922850957e-05,8.182558948222581e-12,7.906856107024765e-15,1.5731371759541914e-08,0.6084939124326355,1.0830105930533257e-05,0.39143296317477727,1.6879259101265318e-07,3.1592655502632404e-05,6.328410515063096e-12,3.241891760018675e-07,6.587009145652513e-13,9.95579380069963e-13,7.100579055735563e-16,3.0208182649658625e-05,4.2855430214142255e-10,4.863328737688795e-17,3.631634169215876e-20,3.019993834698749e-11,0.8192849446980204,9.91120351797532e-05,0.1787728936372913,7.856731598978085e-06,0.0018351740988666971,1.7034382020334433e-11,1.6482732029997692e-08,3.1717634800557605e-10,1.807105549670594e-10,2.7537050718284663e-14,1.4871942704625376e-09,3.093870281611833e-10,6.365872408792531e-16,2.1721315494329666e-18,4.7803682921448615e-12,0.38263823533909935,0.00015565921484956535,0.5289994665134243,0.005149039940139992,0.08305696589956388,4.330924521432847e-10,3.2429076795720735e-07,3.9758789360318973e-10,2.493459512399499e-09,2.4243449656796748e-12,3.051321881090377e-07,1.2555585249265064e-10,3.5319147191041385e-16,3.279021233682194e-18,2.17845969339807e-10,0.5395131092287737,1.9615921891604116e-05,0.4599520752055773,8.629669107741343e-07,0.00041275829850574513,2.615039501943075e-12,4.3411340262855305e-07,3.697429700780739e-12,3.396621514155006e-12,4.918372591474669e-16,0.0001011403280875805,3.8866360279953315e-09,1.0210537482016005e-15,8.85307275751751e-19,4.050421574157673e-11
2.5599999187597377e-18,2.1807648083807125,100000.0,0.3825871713335876,873.15,2.655200792830864e-15,0.023899999999997354,0.015899999999997354,2.6552007929828157e-15,2.7471642779155036e-31,5.0650756931653294e-26,0.9601999999999999,0.4660361190311642,0.06378900982191858,0.42530770798559236,7.605589082344328e-05,0.023572411695830676,4.472263107982223e-08,9.697597186868324e-08,1.6224580522630347e-10,1.1572018715632983e-10,1.0008531365542336e-11,0.02116234192568023,5.619592285101255e-05,8.182558948234086e-12,7.90685610703918e-15,1.5731371759546937e-08,0.6084939124326194,1.0830105968209184e-05,0.39143296317475523,1.6879259134200307e-07,3.159265550262886e-05,6.328410524486029e-12,3.2418917600184094e-07,6.587009158504405e-13,9.95579382012437e-13,7.100579090944299e-16,3.0208182649657873e-05,4.2855430363228403e-10,4.863328742531807e-17,3.631634185466037e-20,3.019993845204413e-11,0.8192849446980552,9.911203518204392e-05,0.1787728936372951,7.856731598889348e-06,0.001835174098825465,1.703438201997113e-11,1.6482732029998105e-08,3.171763480030935e-10,1.8071055496509146e-10,2.7537050718314772e-14,1.487194270496274e-09,3.0938702817533915e-10,6.365872409230656e-16,2.172131549631989e-18,4.780368292255483e-12,0.38263823534104674,0.00015565921485363837,0.5289994665142616,0.0051490399400662785,0.08305696589684936,4.330924521379141e-10,3.2429076795884847e-07,3.97587893604696e-10,2.493459512375308e-09,2.4243449656724475e-12,3.0513218812290964e-07,1.2555585250100498e-10,3.531914719413589e-16,3.2790212340385964e-18,2.178459693466085e-10,0.5395131092287149,1.9615921984213084e-05,0.4599520752055422,8.629669123536251e-07,0.0004127582985054125,2.6150395090876403e-12,4.341134026284816e-07,3.69742970754538e-12,3.3966215203707978e-12,4.91837262006939e-16,0.00010114032808763144,3.886636046346959e-09,1.0210537578433563e-15,8.853072882913819e-19,4.050421593279386e-11
