z,Density,Pressure,Velocity,Temperature,H2,H2O,CO,CO2,O2,CH4,N2,Rh(100),H(100),CO(100),OH(100),O(100),CO2(100),H2O(100),tCOOH(100),cCOOH(100),HCOO(100),C(100),CH(100),CH2(100),CH3(100),OCH(100),Rh(110),H(110),CO(110),OH(110),O(110),CO2(110),H2O(110),tCOOH(110),cCOOH(110),HCOO(110),C(110),CH(110),CH2(110),CH3(110),OCH(110),Rh(111),H(111),CO(111),OH(111),O(111),CO2(111),H2O(111),tCOOH(111),cCOOH(111),HCOO(111),C(111),CH(111),CH2(111),CH3(111),OCH(111),Rh(311),H(311),CO(311),OH(311),O(311),CO2(311),H2O(311),tCOOH(311),cCOOH(311),HCOO(311),C(311),CH(311),CH2(311),CH3(311),OCH(311),Rh(331),H(331),CO(331),OH(331),O(331),CO2(331),H2O(331),tCOOH(331),cCOOH(331),HCOO(331),C(331),CH(331),CH2(331),CH3(331),OCH(331)
0.0,1.9934460651767345,100000.0,0.41853785460116777,798.15,0.0,0.023900000000000005,0.015900000000000004,0.0,0.0,0.0,0.9601999999999999,0.3423607021503905,0.05050549069531306,0.5318633783428556,0.00011534906385349177,0.03344807316856332,3.761433237401095e-08,9.890803468496969e-08,1.2255860469566883e-10,8.303837317559322e-11,6.2050132594331934e-12,0.04162952012416922,7.732479134204318e-05,3.3755443205031696e-12,2.496780352154514e-15,2.4926080763191542e-08,0.3828057092571409,0.00027001942989442765,0.6163820341070818,7.428711643233306e-05,0.0004663475616198958,4.6038260179158655e-11,3.1152105296090565e-07,5.900585886596045e-10,8.494955503326021e-10,1.8078188565264666e-10,1.2876779429770815e-06,5.456460745114213e-10,9.63139016506255e-14,3.275345665802269e-15,1.116714770332028e-09,0.6731987937194364,0.00040954297590962285,0.3262308801244186,2.1643073076598667e-06,0.00015856255290055198,6.223860194881514e-13,1.7469494819670604e-08,3.1935604349581753e-10,1.4184293223989048e-10,2.4775734918253586e-13,1.5734063623373048e-08,2.2630003130135302e-08,1.1899509452518685e-13,1.788555127157e-15,2.427415140094137e-11,0.2615698997232795,0.0007616820665365823,0.734144313541184,0.0015051860981327228,0.002003676716148487,4.145846085287707e-10,3.6025970786680446e-07,4.003805569388584e-10,8.785360334690379e-10,1.3200404976868933e-09,1.4839979933566417e-05,3.65291915537707e-08,4.285598494807111e-13,2.785821938367217e-14,2.0706470123861867e-09,0.3331456624465108,0.0007197794407520781,0.6635092276546771,0.0001148662202260552,0.0024933110053252947,5.669223958274447e-12,4.2763492496684326e-07,8.7888007160371e-10,7.928687429423519e-10,1.1615369081990682e-10,1.6692249358132665e-05,2.9576709928249025e-08,2.6689929857889084e-13,1.3447788053893104e-14,1.977668914640677e-09
9.999999682655225e-21,1.9934460651767345,100000.0,0.41853785460116777,798.15,5.8308909313677724e-18,0.023900000000000005,0.015899999999999997,5.830890931641043e-18,4.3606994833955156e-38,9.109022118064611e-29,0.9601999999999999,0.3423606997838631,0.0505054896539705,0.5318633834496787,0.00011534906337197318,0.03344807314926754,3.761433273362061e-08,9.890803392940696e-08,1.2255860517603732e-10,8.303837346485219e-11,6.20501320771457e-12,0.04162951844904826,7.732478717077239e-05,3.3755440921447568e-12,2.496780148873108e-15,2.4926082550472294e-08,0.382805724639847,0.00027001943898183854,0.6163820186902026,7.428711938569174e-05,0.00046634758389006654,4.603826121819092e-11,3.115210654789994e-07,5.900585476483175e-10,8.494954918785292e-10,1.8078188902421878e-10,1.2876777929031915e-06,5.456460073557052e-10,9.631389024996318e-14,3.2753452587791205e-15,1.1167146867659368e-09,0.6731988024392115,0.0004095429787896164,0.32623087139859713,2.1643073389384455e-06,0.00015856255603976732,6.223860149364198e-13,1.746949504586988e-08,3.1935600534506776e-10,1.4184291559418597e-10,2.4775735054930183e-13,1.5734062449066286e-08,2.2630001309985056e-08,1.1899508424980847e-13,1.7885549752089295e-15,2.4274148264851323e-11,0.2615699120212778,0.0007616820919167256,0.7341443010499449,0.001505186159555799,0.0020036768236114427,4.1458463148621885e-10,3.6025972480278816e-07,4.003805347677548e-10,8.785360102434979e-10,1.3200405529359966e-09,1.4839980131332586e-05,3.6529191547103657e-08,4.285598432546948e-13,2.7858218598552992e-14,2.0706471955124914e-09,0.3331456764959777,0.0007197794661549024,0.6635092134521768,0.00011486622497966365,0.0024933111300951194,5.6692241182657105e-12,4.2763494300090935e-07,8.788800093096669e-10,7.928686891183316e-10,1.1615369321672999e-10,1.6692247445975364e-05,2.9576706341442323e-08,2.6689926655093114e-13,1.3447786442118309e-14,1.9776687708867214e-09
1.999999936531045e-20,1.9934460651767345,100000.0,0.41853785460116777,798.15,1.1661781863917476e-17,0.023899999999999998,0.01589999999999999,1.1661781864464016e-17,8.721398968456448e-38,1.8218044228014843e-28,0.9601999999999999,0.34236069985149636,0.05050548966697362,0.5318633834059348,0.00011534906340258647,0.033448073158833413,3.761433274127722e-08,9.890803394891627e-08,1.225586051829625e-10,8.303837347502444e-11,6.205013209463405e-12,0.04162951840264095,7.732478708920575e-05,3.375544088786275e-12,2.4967801465395767e-15,2.4926082552178086e-08,0.3828057246629774,0.00027001943900623607,0.6163820186669444,7.428711940182083e-05,0.0004663475839774976,4.603826122506318e-11,3.1152106549782225e-07,5.900585475523912e-10,8.494954917550937e-10,1.8078188904587367e-10,1.2876777923081143e-06,5.456460071198787e-10,9.631389019761573e-14,3.2753452570802005e-15,1.1167146864032687e-09,0.6731988024475397,0.0004095429788015092,0.32623087139023355,2.164307339181284e-06,0.00015856255606276246,6.223860150101421e-13,1.74694950460858e-08,3.1935600526005515e-10,1.4184291555814778e-10,2.4775735054523115e-13,1.573406243341617e-08,2.2630001287837153e-08,1.18995084135332e-13,1.788554973417232e-15,2.4274148256354595e-11,0.26156991199408175,0.0007616820918832545,0.7341443010771028,0.0015051861596080865,0.002003676823652076,4.1458463152839705e-10,3.6025972476530155e-07,4.0038053487319603e-10,8.785360105243499e-10,1.3200405529137159e-09,1.4839980110349688e-05,3.652919149759604e-08,4.2855984270191986e-13,2.7858218564333238e-14,2.0706471953501643e-09,0.3331456765918146,0.0007197794663753675,0.6635092133550285,0.00011486622503024663,0.0024933111311393153,5.669224119830769e-12,4.276349431239268e-07,8.788800089846768e-10,7.928686887929805e-10,1.1615369325699858e-10,1.669224744198931e-05,2.957670633489046e-08,2.668992664775604e-13,1.3447786437832011e-14,1.977668769786771e-09
3.99999987306209e-20,1.9934460651767345,100000.0,0.41853785460116777,798.15,2.332356372647852e-17,0.023899999999999984,0.01589999999999998,2.3323563727571595e-17,1.7442797935022355e-37,3.643608846531107e-28,0.9601999999999999,0.3423606986339074,0.05050548918150214,0.5318633857260565,0.00011534906310410898,0.03344807312182187,3.7614332872388424e-08,9.890803356644049e-08,1.225586053679939e-10,8.303837356835371e-11,6.205013182028766e-12,0.04162951782438227,7.732478554685472e-05,3.3755440010146754e-12,2.496780066429832e-15,2.4926083312625075e-08,0.38280573118731553,0.000270019442828265,0.616382012128341,7.428712061934736e-05,0.00046634759326099164,4.6038261649928837e-11,3.11521070807179e-07,5.900585302594626e-10,8.494954670675997e-10,1.8078189042603722e-10,1.2876777297645764e-06,5.456459790411369e-10,9.631388546781935e-14,3.2753450877080336e-15,1.1167146516675088e-09,0.6731988061602507,0.0004095429800001058,0.32623086767503695,2.1643073518591225e-06,0.0001585625573392957,6.2238601283775e-13,1.746949514239742e-08,3.1935598916150035e-10,1.4184290853097033e-10,2.477573511426381e-13,1.5734061977127844e-08,2.263000057424607e-08,1.1899508007506687e-13,1.788554913673195e-15,2.4274146937541108e-11,0.26156991734766594,0.0007616821028634485,0.7341442956407972,0.0015051861857804318,0.0020036768695963704,4.145846412426788e-10,3.6025973213800285e-07,4.003805250519219e-10,8.785359997232006e-10,1.3200405766622005e-09,1.4839980258307705e-05,3.6529191643808846e-08,4.2855984169741235e-13,2.785821833080783e-14,2.0706472742980322e-09,0.3331456823280173,0.0007197794766056372,0.6635092075571494,0.00011486622691656942,0.002493311181498579,5.669224183816158e-12,4.2763495048698527e-07,8.788799832505837e-10,7.928686666901221e-10,1.1615369416404035e-10,1.669224663437967e-05,2.9576704817188783e-08,2.668992529701474e-13,1.3447785759871286e-14,1.9776687114472535e-09
7.99999974612418e-20,1.9934460651767345,100000.0,0.41853785460116777,798.15,4.6647127451174474e-17,0.02389999999999996,0.015899999999999956,4.6647127453360636e-17,3.488559586486118e-37,7.287217693571475e-28,0.9601999999999999,0.3423606998013306,0.050505489661278685,0.5318633834395214,0.00011534906337457543,0.03344807314863361,3.76143327324316e-08,9.890803393481928e-08,1.225586051821117e-10,8.30383734696984e-11,6.20501320828717e-12,0.04162951843507988,7.73247871520706e-05,3.3755440916445678e-12,2.4967801487378063e-15,2.4926082567266687e-08,0.3828057245934432,0.00027001943895352357,0.6163820187367199,7.428711937533049e-05,0.0004663475838145686,4.603826121443887e-11,3.115210654412364e-07,5.900585477776334e-10,8.494954920612526e-10,1.8078188900009455e-10,1.287677793405087e-06,5.456460075773054e-10,9.631389028123842e-14,3.2753452598792206e-15,1.1167146870506945e-09,0.6731988024136153,0.00040954297877804905,0.32623087142421786,2.1643073388414746e-06,0.0001585625560270227,6.223860149364211e-13,1.746949504520584e-08,3.193560054695268e-10,1.4184291564787563e-10,2.477573505295392e-13,1.5734062448458037e-08,2.2630001309311096e-08,1.1899508424742788e-13,1.788554975100788e-15,2.4274148274751912e-11,0.2615699119144769,0.0007616820916767541,0.7341443011585277,0.0015051861589948964,0.0020036768226425554,4.1458463130871427e-10,3.602597246557006e-07,4.003805350243141e-10,8.785360105961665e-10,1.3200405524524303e-09,1.4839980119577803e-05,3.652919152153183e-08,4.2855984299460745e-13,2.7858218584037727e-14,2.070647196318323e-09,0.333145676444599,0.0007197794660547536,0.6635092135041604,0.00011486622496007063,0.0024933111296039753,5.66922411774148e-12,4.2763494293495825e-07,8.788800095273021e-10,7.928686893109549e-10,1.161536931974025e-10,1.6692247451939323e-05,2.9576706352419075e-08,2.668992666370144e-13,1.3447786445927433e-14,1.977668771424494e-09
1.599999949224836e-19,1.9934460651767345,100000.0,0.41853785460116777,798.15,9.329425490257976e-17,0.023899999999999914,0.015899999999999907,9.32942549069521e-17,6.977119172915022e-37,1.4574435386732717e-27,0.9601999999999999,0.34236069980645484,0.05050548966096106,0.5318633834357585,0.00011534906337860564,0.03344807315037339,3.761433273404038e-08,9.890803393617585e-08,1.2255860518123173e-10,8.303837346973028e-11,6.2050132083772465e-12,0.041629518432299256,7.732478714526209e-05,3.375544091275597e-12,2.4967801484117263e-15,2.492608256193487e-08,0.3828057246127101,0.0002700194389669167,0.6163820187173943,7.428711938137472e-05,0.0004663475838538165,4.6038261217078334e-11,3.115210654569149e-07,5.900585477186464e-10,8.494954919797996e-10,1.80781889011349e-10,1.2876777931411866e-06,5.456460074650814e-10,9.631389026231708e-14,3.2753452592363676e-15,1.1167146868969024e-09,0.6731988024235216,0.0004095429787837709,0.32623087141429785,2.164307338912929e-06,0.00015856255603494455,6.223860149486178e-13,1.7469495045462768e-08,3.193560054140907e-10,1.4184291562405262e-10,2.4775735053515045e-13,1.573406244614335e-08,2.263000130596934e-08,1.189950842297675e-13,1.78855497484809e-15,2.4274148270057388e-11,0.2615699119449978,0.0007616820917495597,0.7341443011274191,0.0015051861591861477,0.0020036768229655406,4.145846313736356e-10,3.6025972469772854e-07,4.0038053495758354e-10,8.78536010526331e-10,1.3200405526059619e-09,1.483998012008792e-05,3.6529191522023395e-08,4.2855984299167723e-13,2.7858218583330567e-14,2.0706471960212927e-09,0.3331456764770303,0.0007197794661232684,0.6635092134713181,0.00011486622497467133,0.0024933111299343847,5.669224118370442e-12,4.2763494297658654e-07,8.788800094025537e-10,7.928686891946284e-10,1.1615369321008644e-10,1.6692247449289722e-05,2.957670634766634e-08,2.668992665961539e-13,1.3447786443949609e-14,1.977668771069223e-09
3.199999898449672e-19,1.9934460651767345,100000.0,0.41853785460116777,798.15,1.8658850981388108e-16,0.023899999999999824,0.015899999999999817,1.8658850982262577e-16,1.3954238347674111e-36,2.9148870769171765e-27,0.9601999999999999,0.34236069981763473,0.050505489660470936,0.5318633834278227,0.0001153490633872365,0.033448073154035994,3.7614332737433635e-08,9.89080339391491e-08,1.2255860517948553e-10,8.303837346991853e-11,6.205013208586826e-12,0.04162951842588921,7.732478713008033e-05,3.375544090469867e-12,2.49678014770983e-15,2.4926082551298945e-08,0.38280572465149565,0.00027001943899423303,0.6163820186784902,7.428711939377776e-05,0.00046634758393370086,4.603826122247449e-11,3.1152106548847636e-07,5.900585476000867e-10,8.494954918164503e-10,1.8078188903505526e-10,1.2876777926053108e-06,5.456460072379234e-10,9.63138902238572e-14,3.2753452579336186e-15,1.1167146865844928e-09,0.6731988024434231,0.00040954297879575456,0.32623087139436785,2.1643073390596225e-06,0.00015856255605121585,6.223860149745102e-13,1.7469495045978938e-08,3.1935600530227605e-10,1.4184291557604055e-10,2.4775735054721525e-13,1.5734062441248252e-08,2.263000129893019e-08,1.189950841927178e-13,1.7885549743158357e-15,2.4274148260594545e-11,0.2615699120077882,0.0007616820919003907,0.7341443010634147,0.001505186159582116,0.002003676823631868,4.145846315080955e-10,3.6025972478419155e-07,4.0038053482023144e-10,8.78536010383447e-10,1.3200405529250675e-09,1.483998012086509e-05,3.652919152241293e-08,4.285598429790929e-13,2.7858218581497488e-14,2.070647195430159e-09,0.33314567654408506,0.0007197794662658637,0.6635092134034124,0.00011486622500502657,0.0024933111306176775,5.669224119660675e-12,4.2763494306265737e-07,8.78880009146368e-10,7.928686889548573e-10,1.1615369323691063e-10,1.6692247443983715e-05,2.9576706338182027e-08,2.6689926651452656e-13,1.3447786439995932e-14,1.977668770335477e-09
6.399999796899344e-19,1.9934460651767345,100000.0,0.41853785460116777,798.15,3.731770196363078e-16,0.023899999999999637,0.01589999999999963,3.731770196537972e-16,2.7908476697152666e-36,5.829774153415628e-27,0.9601999999999999,0.34236069981754047,0.05050548966048702,0.5318633834278722,0.00011534906338716156,0.033448073154000835,3.761433273739873e-08,9.8908033939124e-08,1.2255860517948804e-10,8.303837346990962e-11,6.205013208585293e-12,0.04162951842595306,7.732478713024486e-05,3.3755440904790537e-12,2.4967801477181085e-15,2.4926082551353933e-08,0.3828057246513179,0.00027001943899425423,0.6163820186786685,7.428711939372088e-05,0.0004663475839331185,4.603826122333468e-11,3.115210654883293e-07,5.900585476007744e-10,8.494954918173663e-10,1.807818890348726e-10,1.2876777926084863e-06,5.456460072395648e-10,9.631389022418998e-14,3.275345257946663e-15,1.1167146865869264e-09,0.6731988024433309,0.00040954297879589133,0.32623087139446033,2.164307339058605e-06,0.00015856255605106853,6.223860149757003e-13,1.7469495045976417e-08,3.1935600530278606e-10,1.418429155762539e-10,2.4775735054712296e-13,1.5734062441282722e-08,2.2630001298990337e-08,1.1899508419309018e-13,1.788554974321922e-15,2.4274148260651636e-11,0.26156991200730684,0.0007616820918994404,0.7341443010639056,0.0015051861595790506,0.0020036768236263167,4.145846315077987e-10,3.602597247835259e-07,4.0038053482138567e-10,8.785360103847892e-10,1.320040552922626e-09,1.4839980120864685e-05,3.652919152243355e-08,4.2855984297957613e-13,2.785821858154397e-14,2.070647195433256e-09,0.33314567654359534,0.0007197794662651869,0.6635092134039084,0.00011486622500482374,0.0024933111306120097,5.669224120295288e-12,4.276349430620255e-07,8.788800091483845e-10,7.928686889568576e-10,1.1615369323667663e-10,1.669224744400825e-05,2.9576706338241137e-08,2.668992665151878e-13,1.3447786440035579e-14,1.9776687703422695e-09
1.2799999593798688e-18,1.9934460651767345,100000.0,0.41853785460116777,798.15,7.463540392811049e-16,0.023899999999999262,0.01589999999999926,7.463540393160836e-16,5.581695339609085e-36,1.1659548306424832e-26,0.9601999999999999,0.34236069981759903,0.05050548966050836,0.5318633834278157,0.0001153490633871613,0.03344807315399994,3.761433273739346e-08,9.890803393914073e-08,1.2255860517945668e-10,8.303837346988515e-11,6.205013208585383e-12,0.04162951842593022,7.732478713022188e-05,3.375544090478899e-12,2.496780147718623e-15,2.4926082551315174e-08,0.38280572465149476,0.00027001943899471046,0.6163820186784912,7.428711939380058e-05,0.0004663475839331055,4.6038261225128126e-11,3.115210654884683e-07,5.900585476002849e-10,8.494954918167286e-10,1.8078188903503784e-10,1.2876777926069388e-06,5.456460072395789e-10,9.631389022427362e-14,3.2753452579534735e-15,1.1167146865864752e-09,0.6731988024434221,0.0004095429787963662,0.32623087139436846,2.1643073390585455e-06,0.00015856255605102419,6.223860149785237e-13,1.7469495045978515e-08,3.193560053021441e-10,1.418429155759749e-10,2.4775735054718273e-13,1.5734062441262684e-08,2.2630001298984623e-08,1.18995084193182e-13,1.788554974324307e-15,2.4274148260631112e-11,0.2615699120077812,0.0007616820919010178,0.7341443010634242,0.0015051861595813797,0.0020036768236295637,4.1458463151012365e-10,3.602597247841736e-07,4.00380534820227e-10,8.785360103831315e-10,1.3200405529248483e-09,1.4839980120880864e-05,3.65291915224827e-08,4.2855984298028643e-13,2.785821858159996e-14,2.0706471954317454e-09,0.33314567654407723,0.0007197794662670254,0.6635092134034222,0.00011486622500505488,0.0024933111306144787,5.669224121583109e-12,4.276349430626373e-07,8.788800091466308e-10,7.928686889551104e-10,1.1615369323689697e-10,1.669224744400446e-05,2.9576706338267186e-08,2.6689926651570755e-13,1.3447786440075529e-14,1.9776687703388876e-09
2.5599999187597377e-18,1.9934460651767345,100000.0,0.41853785460116777,798.15,1.492708078569615e-15,0.023899999999998516,0.015899999999998513,1.4927080786395724e-15,1.1163390679370728e-35,2.3319096612532487e-26,0.9601999999999999,0.34236069981755163,0.05050548966055756,0.5318633834278068,0.00011534906338706113,0.03344807315395205,3.761433273734009e-08,9.890803393912965e-08,1.2255860517941765e-10,8.303837346984012e-11,6.205013208583386e-12,0.04162951842598527,7.732478713041016e-05,3.3755440904908754e-12,2.4967801477302613e-15,2.492608255133529e-08,0.3828057246514977,0.00027001943899535014,0.6163820186784887,7.428711939383246e-05,0.0004663475839323193,4.603826122866673e-11,3.115210654884611e-07,5.900585476005311e-10,8.494954918170763e-10,1.8078188903501837e-10,1.2876777926090555e-06,5.456460072417643e-10,9.631389022482477e-14,3.275345257979811e-15,1.1167146865890698e-09,0.6731988024434236,0.00040954297879718245,0.3262308713943667,2.164307339057114e-06,0.00015856255605076978,6.223860149838737e-13,1.746949504597801e-08,3.1935600530195366e-10,1.4184291557588108e-10,2.47757350547139e-13,1.5734062441281627e-08,2.263000129905675e-08,1.189950841937981e-13,1.788554974335559e-15,2.4274148260678785e-11,0.26156991200778673,0.000761682091901887,0.7341443010634218,0.0015051861595804733,0.002003676823626628,4.145846315128532e-10,3.602597247841703e-07,4.0038053482018207e-10,8.785360103826541e-10,1.3200405529246148e-09,1.4839980120902858e-05,3.652919152257757e-08,4.28559842981894e-13,2.785821858173732e-14,2.0706471954337848e-09,0.33314567654408306,0.000719779466268609,0.6635092134034188,0.00011486622500509905,0.0024933111306103544,5.6692241241465284e-12,4.276349430626314e-07,8.788800091469117e-10,7.928686889553767e-10,1.1615369323688559e-10,1.6692247444032063e-05,2.9576706338380606e-08,2.668992665172812e-13,1.3447786440181608e-14,1.977668770343241e-09
